sample_id,match_id,source_url,focus_athlete_id,partner_athlete_id,bundle_id,bundle_index,bundle_size,source_event_index,source_label,source_key,criterion_event_index,criterion_label,criterion_type,criterion_ts,frame_ts,frame_offset,response_event_index,response_label,response_key,leaf_label,family_label,category_label,visual_leaf_label,visual_family_label,visual_category_label,visual_label_collapsed,taxonomy_path
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0036_w0020_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,1,10,34,Guillotine Attempt,guillotine attempt,36,Back Take,control,1832.0,1831.4,-0.6,45,Closed Guard,closed guard,back take,back-take,transition,back take,back-take,transition,False,"[""back-take"", ""transition""]"
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0036_w0020_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,1,10,34,Guillotine Attempt,guillotine attempt,36,Back Take,control,1832.0,1831.7,-0.3,45,Closed Guard,closed guard,back take,back-take,transition,back take,back-take,transition,False,"[""back-take"", ""transition""]"
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0036_w0020_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,1,10,34,Guillotine Attempt,guillotine attempt,36,Back Take,control,1832.0,1832.0,0.0,45,Closed Guard,closed guard,back take,back-take,transition,back take,back-take,transition,False,"[""back-take"", ""transition""]"
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0036_w0020_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,1,10,34,Guillotine Attempt,guillotine attempt,36,Back Take,control,1832.0,1832.3,0.3,45,Closed Guard,closed guard,back take,back-take,transition,back take,back-take,transition,False,"[""back-take"", ""transition""]"
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0036_w0020_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,1,10,34,Guillotine Attempt,guillotine attempt,36,Back Take,control,1832.0,1832.6,0.6,45,Closed Guard,closed guard,back take,back-take,transition,back take,back-take,transition,False,"[""back-take"", ""transition""]"
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0037_w0021_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,2,10,34,Guillotine Attempt,guillotine attempt,37,Arm‑Triangle Attempt,submission,2000.0,1999.4,-0.6,45,Closed Guard,closed guard,armtriangle attempt,armtriangle attempt,submission,armtriangle attempt,armtriangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0037_w0021_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,2,10,34,Guillotine Attempt,guillotine attempt,37,Arm‑Triangle Attempt,submission,2000.0,1999.7,-0.3,45,Closed Guard,closed guard,armtriangle attempt,armtriangle attempt,submission,armtriangle attempt,armtriangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0037_w0021_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,2,10,34,Guillotine Attempt,guillotine attempt,37,Arm‑Triangle Attempt,submission,2000.0,2000.0,0.0,45,Closed Guard,closed guard,armtriangle attempt,armtriangle attempt,submission,armtriangle attempt,armtriangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0037_w0021_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,2,10,34,Guillotine Attempt,guillotine attempt,37,Arm‑Triangle Attempt,submission,2000.0,2000.3,0.3,45,Closed Guard,closed guard,armtriangle attempt,armtriangle attempt,submission,armtriangle attempt,armtriangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0037_w0021_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,2,10,34,Guillotine Attempt,guillotine attempt,37,Arm‑Triangle Attempt,submission,2000.0,2000.6,0.6,45,Closed Guard,closed guard,armtriangle attempt,armtriangle attempt,submission,armtriangle attempt,armtriangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0038_w0022_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,3,10,34,Guillotine Attempt,guillotine attempt,38,Body Triangle,submission,2065.0,2064.4,-0.6,45,Closed Guard,closed guard,body triangle,body triangle,submission,body triangle,body triangle,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0038_w0022_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,3,10,34,Guillotine Attempt,guillotine attempt,38,Body Triangle,submission,2065.0,2064.7,-0.3,45,Closed Guard,closed guard,body triangle,body triangle,submission,body triangle,body triangle,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0038_w0022_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,3,10,34,Guillotine Attempt,guillotine attempt,38,Body Triangle,submission,2065.0,2065.0,0.0,45,Closed Guard,closed guard,body triangle,body triangle,submission,body triangle,body triangle,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0038_w0022_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,3,10,34,Guillotine Attempt,guillotine attempt,38,Body Triangle,submission,2065.0,2065.3,0.3,45,Closed Guard,closed guard,body triangle,body triangle,submission,body triangle,body triangle,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0038_w0022_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,3,10,34,Guillotine Attempt,guillotine attempt,38,Body Triangle,submission,2065.0,2065.6,0.6,45,Closed Guard,closed guard,body triangle,body triangle,submission,body triangle,body triangle,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0039_w0023_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,4,10,34,Guillotine Attempt,guillotine attempt,39,Mount,control,2105.0,2104.4,-0.6,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0039_w0023_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,4,10,34,Guillotine Attempt,guillotine attempt,39,Mount,control,2105.0,2104.7,-0.3,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0039_w0023_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,4,10,34,Guillotine Attempt,guillotine attempt,39,Mount,control,2105.0,2105.0,0.0,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0039_w0023_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,4,10,34,Guillotine Attempt,guillotine attempt,39,Mount,control,2105.0,2105.3,0.3,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0039_w0023_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,4,10,34,Guillotine Attempt,guillotine attempt,39,Mount,control,2105.0,2105.6,0.6,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0040_w0024_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,5,10,34,Guillotine Attempt,guillotine attempt,40,Mount,control,2209.0,2208.4,-0.6,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0040_w0024_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,5,10,34,Guillotine Attempt,guillotine attempt,40,Mount,control,2209.0,2208.7,-0.3,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0040_w0024_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,5,10,34,Guillotine Attempt,guillotine attempt,40,Mount,control,2209.0,2209.0,0.0,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0040_w0024_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,5,10,34,Guillotine Attempt,guillotine attempt,40,Mount,control,2209.0,2209.3,0.3,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0040_w0024_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,5,10,34,Guillotine Attempt,guillotine attempt,40,Mount,control,2209.0,2209.6,0.6,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0041_w0025_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,6,10,34,Guillotine Attempt,guillotine attempt,41,Mount,control,2232.0,2231.4,-0.6,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0041_w0025_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,6,10,34,Guillotine Attempt,guillotine attempt,41,Mount,control,2232.0,2231.7,-0.3,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0041_w0025_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,6,10,34,Guillotine Attempt,guillotine attempt,41,Mount,control,2232.0,2232.0,0.0,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0041_w0025_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,6,10,34,Guillotine Attempt,guillotine attempt,41,Mount,control,2232.0,2232.3,0.3,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0041_w0025_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,6,10,34,Guillotine Attempt,guillotine attempt,41,Mount,control,2232.0,2232.6,0.6,45,Closed Guard,closed guard,mount,mount,control,mount,mount,control,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0042_w0026_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,7,10,34,Guillotine Attempt,guillotine attempt,42,Arm‑Triangle Attempt,submission,2240.0,2239.4,-0.6,45,Closed Guard,closed guard,armtriangle attempt,armtriangle attempt,submission,armtriangle attempt,armtriangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0042_w0026_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,7,10,34,Guillotine Attempt,guillotine attempt,42,Arm‑Triangle Attempt,submission,2240.0,2239.7,-0.3,45,Closed Guard,closed guard,armtriangle attempt,armtriangle attempt,submission,armtriangle attempt,armtriangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0042_w0026_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,7,10,34,Guillotine Attempt,guillotine attempt,42,Arm‑Triangle Attempt,submission,2240.0,2240.0,0.0,45,Closed Guard,closed guard,armtriangle attempt,armtriangle attempt,submission,armtriangle attempt,armtriangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0042_w0026_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,7,10,34,Guillotine Attempt,guillotine attempt,42,Arm‑Triangle Attempt,submission,2240.0,2240.3,0.3,45,Closed Guard,closed guard,armtriangle attempt,armtriangle attempt,submission,armtriangle attempt,armtriangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0042_w0026_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,7,10,34,Guillotine Attempt,guillotine attempt,42,Arm‑Triangle Attempt,submission,2240.0,2240.6,0.6,45,Closed Guard,closed guard,armtriangle attempt,armtriangle attempt,submission,armtriangle attempt,armtriangle attempt,submission,True,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0043_w0027_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,8,10,34,Guillotine Attempt,guillotine attempt,43,Back Control,control,2317.0,2316.4,-0.6,45,Closed Guard,closed guard,back control,back-control,control,back control,back-control,control,False,"[""back-control"", ""control""]"
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0043_w0027_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,8,10,34,Guillotine Attempt,guillotine attempt,43,Back Control,control,2317.0,2316.7,-0.3,45,Closed Guard,closed guard,back control,back-control,control,back control,back-control,control,False,"[""back-control"", ""control""]"
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0043_w0027_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,8,10,34,Guillotine Attempt,guillotine attempt,43,Back Control,control,2317.0,2317.0,0.0,45,Closed Guard,closed guard,back control,back-control,control,back control,back-control,control,False,"[""back-control"", ""control""]"
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0043_w0027_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,8,10,34,Guillotine Attempt,guillotine attempt,43,Back Control,control,2317.0,2317.3,0.3,45,Closed Guard,closed guard,back control,back-control,control,back control,back-control,control,False,"[""back-control"", ""control""]"
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0043_w0027_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,8,10,34,Guillotine Attempt,guillotine attempt,43,Back Control,control,2317.0,2317.6,0.6,45,Closed Guard,closed guard,back control,back-control,control,back control,back-control,control,False,"[""back-control"", ""control""]"
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0044_w0028_f00,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,9,10,34,Guillotine Attempt,guillotine attempt,44,Body Triangle,submission,2326.0,2325.4,-0.6,45,Closed Guard,closed guard,body triangle,body triangle,submission,body triangle,body triangle,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0044_w0028_f01,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,9,10,34,Guillotine Attempt,guillotine attempt,44,Body Triangle,submission,2326.0,2325.7,-0.3,45,Closed Guard,closed guard,body triangle,body triangle,submission,body triangle,body triangle,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0044_w0028_f02,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,9,10,34,Guillotine Attempt,guillotine attempt,44,Body Triangle,submission,2326.0,2326.0,0.0,45,Closed Guard,closed guard,body triangle,body triangle,submission,body triangle,body triangle,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0044_w0028_f03,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,9,10,34,Guillotine Attempt,guillotine attempt,44,Body Triangle,submission,2326.0,2326.3,0.3,45,Closed Guard,closed guard,body triangle,body triangle,submission,body triangle,body triangle,submission,False,[]
d68f7604-d0a1-454f-9e54-df6b2ba81a27_e0044_w0028_f04,d68f7604-d0a1-454f-9e54-df6b2ba81a27,https://www.youtube.com/watch?v=22QAtq917NI&t=240s,1cb1d5d7-1df9-477d-9260-9f9107e0d482,a4f5f6c1-d877-4e33-ba3e-e027a46735d9,d68f7604-d0a1-454f-9e54-df6b2ba81a27:34:45,9,10,34,Guillotine Attempt,guillotine attempt,44,Body Triangle,submission,2326.0,2326.6,0.6,45,Closed Guard,closed guard,body triangle,body triangle,submission,body triangle,body triangle,submission,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0005_w0000_f00,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:4:6,0,1,4,Guillotine Attempt,guillotine attempt,5,Mount,control,4064.0,4063.4,-0.6,6,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0005_w0000_f01,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:4:6,0,1,4,Guillotine Attempt,guillotine attempt,5,Mount,control,4064.0,4063.7,-0.3,6,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0005_w0000_f02,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:4:6,0,1,4,Guillotine Attempt,guillotine attempt,5,Mount,control,4064.0,4064.0,0.0,6,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
7dc97750-d911-45a2-9675-55d545a4a12d_e0005_w0000_f03,7dc97750-d911-45a2-9675-55d545a4a12d,https://www.youtube.com/watch?v=dQWfia0LQFQ&t=3399s,235f1c92-f1d8-46b5-b000-383809dedf87,9b76836b-6908-48f9-a346-705f16532f3c,7dc97750-d911-45a2-9675-55d545a4a12d:4:6,0,1,4,Guillotine Attempt,guillotine attempt,5,Mount,control,4064.0,4064.3,0.3,6,Sweep,sweep,mount,mount,control,mount,mount,control,False,[]
